benefit_id,card_id,row_type,benefit_group,benefit_title,category,category_id,on_offline,benefit_type,benefit_value,benefit_unit,target_merchants,performance_level,performance_min,performance_max,min_amount,max_count,max_limit,max_limit_unit,group_max_limit,group_max_limit_unit,unit_amount,benefit_content,ui_title,ui_content,updated_at
09244_B0005,9244,주요혜택,Easy on 특화서비스 - 쇼핑/배달/백화점,Easy on 특화서비스 5% 할인,배달,15,Both,할인,5,%,"배달의민족, 마켓컬리",전월 실적 50만원 이상 100만원 미만,500000,1000000,,,,,5000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",배달 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",2026-06-06
09244_B0006,9244,주요혜택,Easy on 특화서비스 - 쇼핑/배달/백화점,Easy on 특화서비스 5% 할인,배달,15,Both,할인,5,%,"배달의민족, 마켓컬리",전월 실적 100만원 이상,1000000,,,,,,10000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",배달 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",2026-06-06
09244_B0007,9244,주요혜택,Easy on 특화서비스 - 쇼핑/배달/백화점,Easy on 특화서비스 5% 할인,백화점/아울렛/면세점,4,Offline,할인,5,%,"롯데, 신세계, 현대",전월 실적 50만원 이상 100만원 미만,500000,1000000,,,,,5000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",백화점/아울렛/면세점 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",2026-06-06
09244_B0008,9244,주요혜택,Easy on 특화서비스 - 쇼핑/배달/백화점,Easy on 특화서비스 5% 할인,백화점/아울렛/면세점,4,Offline,할인,5,%,"롯데, 신세계, 현대",전월 실적 100만원 이상,1000000,,,,,,10000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",백화점/아울렛/면세점 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>인터넷쇼핑몰/소셜커머스/배달앱/백화점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 인터넷 쇼핑몰 : G마켓, 옥션, 11번가 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 소셜커머스 : 쿠팡, 티몬, 위메프 상품권, 여행, 항공권, 티켓, 도서 이용금액 서비스 제외
- 배달앱 : 배달의민족, 마켓컬리 배달의 민족에서 결제수단 > 다른결제수단 > 신용/체크결제, 마켓컬리에서 신용카드 결제수단 이용 시 서비스 제공
- 백화점 : 롯데, 신세계, 현대 오프라인 매장에 한하며 온라인몰, 상품권 구매 이용금액 서비스 제외",2026-06-06
09244_B0009,9244,주요혜택,Easy on 특화서비스 - 커피/편의점,Easy on 특화서비스 5% 할인,카페/베이커리,14,Both,할인,5,%,"스타벅스, 커피빈, 제과, 아이스크림 업종",전월 실적 50만원 이상 100만원 미만,500000,1000000,,,,,5000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",카페/베이커리 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",2026-06-06
09244_B0010,9244,주요혜택,Easy on 특화서비스 - 커피/편의점,Easy on 특화서비스 5% 할인,카페/베이커리,14,Both,할인,5,%,"스타벅스, 커피빈, 제과, 아이스크림 업종",전월 실적 100만원 이상,1000000,,,,,,10000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",카페/베이커리 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",2026-06-06
09244_B0011,9244,주요혜택,Easy on 특화서비스 - 커피/편의점,Easy on 특화서비스 5% 할인,편의점,13,Both,할인,5,%,"GS25, CU",전월 실적 50만원 이상 100만원 미만,500000,1000000,,,,,5000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",편의점 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",2026-06-06
09244_B0012,9244,주요혜택,Easy on 특화서비스 - 커피/편의점,Easy on 특화서비스 5% 할인,편의점,13,Both,할인,5,%,"GS25, CU",전월 실적 100만원 이상,1000000,,,,,,10000,원,,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",편의점 5% 할인,"[Easy on 특화서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>커피/편의점/제과/아이스크림점</th><td>5%</td><td>5천원</td><td>1만원</td></tr></table>
- 커피 : 스타벅스(사이렌오더 포함), 커피빈 상품권 구입(사이렌오더 선물하기) 및 선불식 충전카드 이용금액, 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 편의점 : GS25, CU 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외
- 제과 아이스크림 업종 백화점, 대형마트 등에 입점한 일부 가맹점의 경우 서비스 제외",2026-06-06
09244_B0013,9244,주요혜택,Easy on Plus 서비스 - 대중교통/이동통신,대중교통 5% 할인,대중교통/택시,5,Offline,할인,5,%,"버스, 지하철",전월 실적 50만원 이상,500000,1000000,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",대중교통/택시 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",2026-06-06
09244_B0014,9244,주요혜택,Easy on Plus 서비스 - 대중교통/이동통신,대중교통 5% 할인,대중교통/택시,5,Offline,할인,5,%,"버스, 지하철",전월 실적 100만원 이상,1000000,,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",대중교통/택시 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",2026-06-06
09244_B0015,9244,주요혜택,Easy on Plus 서비스 - 대중교통/이동통신,이동통신 5% 할인,생활비,12,Both,할인,5,%,"SKT, KT, LG U+ 이동통신요금",전월 실적 50만원 이상,500000,1000000,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",생활비 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",2026-06-06
09244_B0016,9244,주요혜택,Easy on Plus 서비스 - 대중교통/이동통신,이동통신 5% 할인,생활비,12,Both,할인,5,%,"SKT, KT, LG U+ 이동통신요금",전월 실적 100만원 이상,1000000,,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",생활비 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>대중교통/이동통신</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 대중교통: 버스/지하철 시외버스, 고속버스, 공항버스 이용금액 제외 버스/지하철 요금은 실제 카드 사용일이 아닌 이용대금명세서상 기재된 이용일 기준으로 서비스 적용
- 이동통신: SKT, KT, LG U+ 이동통신요금 자동이체 이동통신요금, 유선전화, 인터넷 결합상품 포함 알뜰폰 이용금액 서비스 제외",2026-06-06
09244_B0017,9244,주요혜택,Easy on Plus 서비스 - 음원/숙박,온라인음원 5% 할인,구독/스트리밍,8,Online,할인,5,%,"멜론, 지니",전월 실적 50만원 이상,500000,1000000,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>온라인음원, 숙박App</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 온라인 음원 : 멜론, 지니 음악서비스 이용권 구매시에만 할인 적용되며, 간편결제(pay) 서비스를 통한 이용금액 할인 제외
- 숙박 App : 야놀자, 여기어때, 데일리호텔",구독/스트리밍 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>온라인음원, 숙박App</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 온라인 음원 : 멜론, 지니 음악서비스 이용권 구매시에만 할인 적용되며, 간편결제(pay) 서비스를 통한 이용금액 할인 제외
- 숙박 App : 야놀자, 여기어때, 데일리호텔",2026-06-06
09244_B0018,9244,주요혜택,Easy on Plus 서비스 - 음원/숙박,온라인음원 5% 할인,구독/스트리밍,8,Online,할인,5,%,"멜론, 지니",전월 실적 100만원 이상,1000000,,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>온라인음원, 숙박App</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 온라인 음원 : 멜론, 지니 음악서비스 이용권 구매시에만 할인 적용되며, 간편결제(pay) 서비스를 통한 이용금액 할인 제외
- 숙박 App : 야놀자, 여기어때, 데일리호텔",구독/스트리밍 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>온라인음원, 숙박App</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 온라인 음원 : 멜론, 지니 음악서비스 이용권 구매시에만 할인 적용되며, 간편결제(pay) 서비스를 통한 이용금액 할인 제외
- 숙박 App : 야놀자, 여기어때, 데일리호텔",2026-06-06
09244_B0019,9244,주요혜택,Easy on Plus 서비스 - 음원/숙박,숙박App 5% 할인,여행/숙박,17,Online,할인,5,%,"야놀자, 여기어때, 데일리호텔",전월 실적 50만원 이상,500000,1000000,,,,,5000,원,,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>온라인음원, 숙박App</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 온라인 음원 : 멜론, 지니 음악서비스 이용권 구매시에만 할인 적용되며, 간편결제(pay) 서비스를 통한 이용금액 할인 제외
- 숙박 App : 야놀자, 여기어때, 데일리호텔",여행/숙박 5% 할인,"[Easy on Plus 서비스]
<table class=""benefit-table""><tr><th rowspan=""2"">구분</th><th rowspan=""2"">할인율</th><th colspan=""2"">전월 이용실적에 따른 월 할인 한도</th></tr><tr><th>1구간 (50만원 이상)</th><th>2구간 (100만원 이상)</th></tr><tr><th>온라인음원, 숙박App</th><td>5%</td><td colspan=""2"">5천원</td></tr></table>
- 온라인 음원 : 멜론, 지니 음악서비스 이용권 구매시에만 할인 적용되며, 간편결제(pay) 서비스를 통한 이용금액 할인 제외
- 숙박 App : 야놀자, 여기어때, 데일리호텔",2026-06-06
